"record_id","name","ensembl","biomarker_type","biomarker_direction","biomaker_name"
"BiomarkerKG-27275931","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG-2108612627","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-2108612627","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG-2108612627","PGR","ENSG00000082175","Protein Expression","Positive","PGR Protein Expression Positive"
"BiomarkerKG152477880","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG152477880","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG152477880","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG-81079484","ERBB2","ENSG00000141736","Protein Expression/Protein Expression & Amplification","Positive","ERBB2 Protein Expression/Protein Expression & Amplification Positive"
"BiomarkerKG-270372530","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-270372530","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG-270372530","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG1852947756","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG1852947756","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG1852947756","PGR","ENSG00000082175","Protein Expression","Positive","PGR Protein Expression Positive"
"BiomarkerKG-722965431","ERBB2","ENSG00000141736","Protein Expression","Positive/Negative","ERBB2 Protein Expression Positive/Negative"
"BiomarkerKG-722965431","ESR1","ENSG00000091831","Protein Expression","Positive/Negative","ESR1 Protein Expression Positive/Negative"
"BiomarkerKG-722965431","PGR","ENSG00000082175","Protein Expression","Positive/Negative","PGR Protein Expression Positive/Negative"
"BiomarkerKG-2105868595","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-2105868595","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG-2105868595","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG697502692","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG697502692","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG697502692","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG1569571224","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG1569571224","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG1569571224","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG-1591998744","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-1591998744","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG-1591998744","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG566986498","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG566986498","BRCA1","ENSG00000012048","Mutation","Positive","BRCA1 Mutation Positive"
"BiomarkerKG566986498","BRCA2","ENSG00000139618","Mutation","Positive","BRCA2 Mutation Positive"
"BiomarkerKG203676615","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG203676615","BRCA1","ENSG00000012048","Mutation","Negative","BRCA1 Mutation Negative"
"BiomarkerKG203676615","BRCA2","ENSG00000139618","Mutation","Negative","BRCA2 Mutation Negative"
"BiomarkerKG203676615","ATM","ENSG00000149311","Mutation","Positive","ATM Mutation Positive"
"BiomarkerKG203676615","BARD1","ENSG00000138376","Mutation","Positive","BARD1 Mutation Positive"
"BiomarkerKG203676615","BRIP1","ENSG00000136492","Mutation","Positive","BRIP1 Mutation Positive"
"BiomarkerKG203676615","CDK12","ENSG00000167258","Mutation","Positive","CDK12 Mutation Positive"
"BiomarkerKG203676615","CHEK1","ENSG00000149554","Mutation","Positive","CHEK1 Mutation Positive"
"BiomarkerKG203676615","CHEK2","ENSG00000183765","Mutation","Positive","CHEK2 Mutation Positive"
"BiomarkerKG203676615","FANCL","ENSG00000115392","Mutation","Positive","FANCL Mutation Positive"
"BiomarkerKG203676615","PALB2","ENSG00000083093","Mutation","Positive","PALB2 Mutation Positive"
"BiomarkerKG203676615","PPP2R2A","ENSG00000221914","Mutation","Positive","PPP2R2A Mutation Positive"
"BiomarkerKG203676615","RAD51B","ENSG00000182185","Mutation","Positive","RAD51B Mutation Positive"
"BiomarkerKG203676615","RAD51C","ENSG00000108384","Mutation","Positive","RAD51C Mutation Positive"
"BiomarkerKG203676615","RAD51D","ENSG00000185379","Mutation","Positive","RAD51D Mutation Positive"
"BiomarkerKG203676615","RAD54L","ENSG00000085224","Mutation","Positive","RAD54L Mutation Positive"
"BiomarkerKG707560414","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG707560414","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG707560414","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG707560414","BRCA1","ENSG00000012048","Mutation","Negative","BRCA1 Mutation Negative"
"BiomarkerKG707560414","BRCA2","ENSG00000139618","Mutation","Negative","BRCA2 Mutation Negative"
"BiomarkerKG707560414","ATM","ENSG00000149311","Mutation","Negative","ATM Mutation Negative"
"BiomarkerKG707560414","BARD1","ENSG00000138376","Mutation","Negative","BARD1 Mutation Negative"
"BiomarkerKG707560414","BRIP1","ENSG00000136492","Mutation","Negative","BRIP1 Mutation Negative"
"BiomarkerKG707560414","CDK12","ENSG00000167258","Mutation","Negative","CDK12 Mutation Negative"
"BiomarkerKG707560414","CHEK1","ENSG00000149554","Mutation","Negative","CHEK1 Mutation Negative"
"BiomarkerKG707560414","CHEK2","ENSG00000183765","Mutation","Negative","CHEK2 Mutation Negative"
"BiomarkerKG707560414","FANCL","ENSG00000115392","Mutation","Negative","FANCL Mutation Negative"
"BiomarkerKG707560414","PALB2","ENSG00000083093","Mutation","Negative","PALB2 Mutation Negative"
"BiomarkerKG707560414","PPP2R2A","ENSG00000221914","Mutation","Negative","PPP2R2A Mutation Negative"
"BiomarkerKG707560414","RAD51B","ENSG00000182185","Mutation","Negative","RAD51B Mutation Negative"
"BiomarkerKG707560414","RAD51C","ENSG00000108384","Mutation","Negative","RAD51C Mutation Negative"
"BiomarkerKG707560414","RAD51D","ENSG00000185379","Mutation","Negative","RAD51D Mutation Negative"
"BiomarkerKG707560414","RAD54L","ENSG00000085224","Mutation","Negative","RAD54L Mutation Negative"
"BiomarkerKG1397248733","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG1397248733","ESR1","ENSG00000091831","Protein Expression","Postitive","ESR1 Protein Expression Postitive"
"BiomarkerKG-1782177340","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-1782177340","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG-1782177340","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG1211146173","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG-1299819199","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-1299819199","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG-1299819199","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG-257867596","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-257867596","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG-257867596","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG-1888592334","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-1888592334","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG-1888592334","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG1735665347","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG1735665347","PGR","ENSG00000082175","Protein Expression","Positive","PGR Protein Expression Positive"
"BiomarkerKG1861376112","WNT5A","ENSG00000114251","Protein Expression","Positive","WNT5A Protein Expression Positive"
"BiomarkerKG932453111","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG932453111","BRCA1","ENSG00000012048","Mutation","Positive","BRCA1 Mutation Positive"
"BiomarkerKG932453111","BRCA2","ENSG00000139618","Mutation","Positive","BRCA2 Mutation Positive"
"BiomarkerKG519898485","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG519898485","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG519898485","PGR","ENSG00000082175","Protein Expression","Positive","PGR Protein Expression Positive"
"BiomarkerKG1641397909","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG1641397909","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG1641397909","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG1641397909","AR","ENSG00000169083","Protein Expression","Negative","AR Protein Expression Negative"
"BiomarkerKG1183058474","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG-347555241","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-347555241","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG-347555241","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG-762311213","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-762311213","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG-762311213","PGR","ENSG00000082175","Protein Expression","Positive","PGR Protein Expression Positive"
"BiomarkerKG-1302710924","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-1302710924","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG-1302710924","PGR","ENSG00000082175","Protein Expression","Positive","PGR Protein Expression Positive"
"BiomarkerKG563076874","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG563076874","ESR1","ENSG00000091831","Protein Expression","Positive/Negative","ESR1 Protein Expression Positive/Negative"
"BiomarkerKG563076874","PGR","ENSG00000082175","Protein Expression","Positive/Negative","PGR Protein Expression Positive/Negative"
"BiomarkerKG1777834779","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG1777834779","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG1777834779","PGR","ENSG00000082175","Protein Expression","Positive","PGR Protein Expression Positive"
"BiomarkerKG1959357357","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG1959357357","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG1959357357","PGR","ENSG00000082175","Protein Expression","Positive","PGR Protein Expression Positive"
"BiomarkerKG-1822087861","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-1822087861","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG-1822087861","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG-1595090512","BRCA1","ENSG00000012048","Mutation","Positive","BRCA1 Mutation Positive"
"BiomarkerKG-1595090512","BRCA2","ENSG00000139618","Mutation","Positive","BRCA2 Mutation Positive"
"BiomarkerKG-1074277714","ERBB2","ENSG00000141736","Protein Expression/Protein Expression & Amplification","Positive","ERBB2 Protein Expression/Protein Expression & Amplification Positive"
"BiomarkerKG-1074277714","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG-1074277714","PGR","ENSG00000082175","Protein Expression","Positive","PGR Protein Expression Positive"
"BiomarkerKG-703502660","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG-145576559","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-145576559","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG-145576559","PGR","ENSG00000082175","Protein Expression","Positive","PGR Protein Expression Positive"
"BiomarkerKG1539147747","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG1539147747","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG1539147747","PGR","ENSG00000082175","Protein Expression","Positive","PGR Protein Expression Positive"
"BiomarkerKG407827035","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG407827035","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG407827035","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG407827035","AR","ENSG00000169083","Protein Expression","Positive","AR Protein Expression Positive"
"BiomarkerKG-1543082408","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-1543082408","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG-1543082408","PGR","ENSG00000082175","Protein Expression","Positive","PGR Protein Expression Positive"
"BiomarkerKG-1263797821","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-1263797821","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
